Freq.	V(n028)/V(n012)
3.75837404288449e+01	(-3.01831961549314e-03dB,-4.27408686181517e-01°)
3.78007137301816e+01	(-3.02109026452571e-03dB,-4.29876052044498e-01°)
3.80189396320566e+01	(-3.02389299442914e-03dB,-4.32357660573839e-01°)
3.82384253658118e+01	(-3.02672817627304e-03dB,-4.34853593965620e-01°)
3.84591782045359e+01	(-3.02959618639202e-03dB,-4.37363934889894e-01°)
3.86812054633057e+01	(-3.03249740437249e-03dB,-4.39888766493645e-01°)
3.89045144994286e+01	(-3.03543221444754e-03dB,-4.42428172403328e-01°)
3.91291127126858e+01	(-3.03840100671250e-03dB,-4.44982236727293e-01°)
3.93550075455783e+01	(-3.04140417386726e-03dB,-4.47551044059496e-01°)
3.95822064835728e+01	(-3.04444211334914e-03dB,-4.50134679481606e-01°)
3.98107170553503e+01	(-3.04751522898352e-03dB,-4.52733228565536e-01°)
4.00405468330552e+01	(-3.05062392677398e-03dB,-4.55346777377235e-01°)
4.02717034325465e+01	(-3.05376861968138e-03dB,-4.57975412478436e-01°)
4.05041945136499e+01	(-3.05694972409600e-03dB,-4.60619220930394e-01°)
4.07380277804118e+01	(-3.06016766125859e-03dB,-4.63278290296363e-01°)
4.09732109813547e+01	(-3.06342285846429e-03dB,-4.65952708644213e-01°)
4.12097519097336e+01	(-3.06671574607601e-03dB,-4.68642564550128e-01°)
4.14476584037945e+01	(-3.07004676128960e-03dB,-4.71347947100552e-01°)
4.16869383470341e+01	(-3.07341634528036e-03dB,-4.74068945895996e-01°)
4.19275996684611e+01	(-3.07682494417644e-03dB,-4.76805651053489e-01°)
4.21696503428588e+01	(-3.08027301007852e-03dB,-4.79558153209644e-01°)
4.24130983910494e+01	(-3.08376100010962e-03dB,-4.82326543523573e-01°)
4.26579518801599e+01	(-3.08728937636114e-03dB,-4.85110913680129e-01°)
4.29042189238891e+01	(-3.09085860628937e-03dB,-4.87911355892837e-01°)
4.31519076827771e+01	(-3.09446916255246e-03dB,-4.90727962906976e-01°)
4.34010263644750e+01	(-3.09812152445171e-03dB,-4.93560828002146e-01°)
4.36515832240172e+01	(-3.10181617523051e-03dB,-4.96410044996226e-01°)
4.39035865640951e+01	(-3.10555360532240e-03dB,-4.99275708247543e-01°)
4.41570447353319e+01	(-3.10933430942436e-03dB,-5.02157912658858e-01°)
4.44119661365595e+01	(-3.11315878836822e-03dB,-5.05056753679913e-01°)
4.46683592150970e+01	(-3.11702754945165e-03dB,-5.07972327310569e-01°)
4.49262324670300e+01	(-3.12094110492363e-03dB,-5.10904730104397e-01°)
4.51855944374929e+01	(-3.12489997373057e-03dB,-5.13854059171369e-01°)
4.54464537209515e+01	(-3.12890468042046e-03dB,-5.16820412181319e-01°)
4.57088189614882e+01	(-3.13295575564453e-03dB,-5.19803887367281e-01°)
4.59726988530879e+01	(-3.13705373581874e-03dB,-5.22804583528520e-01°)
4.62381021399267e+01	(-3.14119916508110e-03dB,-5.25822600033534e-01°)
4.65050376166613e+01	(-3.14539259195591e-03dB,-5.28858036824040e-01°)
