Freq.	V(n028)
7.41310241300932e+01	(-3.71031369127263e-03dB,-8.42985791895531e-01°)
7.45589872027796e+01	(-3.72109615517461e-03dB,-8.47851700540098e-01°)
7.49894209332470e+01	(-3.73200344665979e-03dB,-8.52745688165299e-01°)
7.54223395847586e+01	(-3.74303701091859e-03dB,-8.57667916660089e-01°)
7.58577575029199e+01	(-3.75419830890948e-03dB,-8.62618548844400e-01°)
7.62956891161548e+01	(-3.76548881955313e-03dB,-8.67597748474238e-01°)
7.67361489361834e+01	(-3.77691003806467e-03dB,-8.72605680247273e-01°)
7.71791515585028e+01	(-3.78846347696125e-03dB,-8.77642509808093e-01°)
7.76247116628707e+01	(-3.80015066725191e-03dB,-8.82708403753396e-01°)
7.80728440137922e+01	(-3.81197315641195e-03dB,-8.87803529637859e-01°)
7.85235634610087e+01	(-3.82393251069097e-03dB,-8.92928055979164e-01°)
7.89768849399901e+01	(-3.83603031425847e-03dB,-8.98082152263750e-01°)
7.94328234724297e+01	(-3.84826816881544e-03dB,-9.03265988952428e-01°)
7.98913941667420e+01	(-3.86064769646102e-03dB,-9.08479737485337e-01°)
8.03526122185633e+01	(-3.87317053581363e-03dB,-9.13723570288422e-01°)
8.08164929112554e+01	(-3.88583834558093e-03dB,-9.18997660778374e-01°)
8.12830516164116e+01	(-3.89865280450336e-03dB,-9.24302183368252e-01°)
8.17523037943667e+01	(-3.91161560879215e-03dB,-9.29637313473850e-01°)
8.22242649947088e+01	(-3.92472847544269e-03dB,-9.35003227518605e-01°)
8.26989508567949e+01	(-3.93799314203440e-03dB,-9.40400102939584e-01°)
8.31763771102688e+01	(-3.95141136417156e-03dB,-9.45828118193696e-01°)
8.36565595755827e+01	(-3.96498491946156e-03dB,-9.51287452762805e-01°)
8.41395141645212e+01	(-3.97871560600455e-03dB,-9.56778287159944e-01°)
8.46252568807287e+01	(-3.99260524198773e-03dB,-9.62300802935170e-01°)
8.51138038202394e+01	(-4.00665566699795e-03dB,-9.67855182681399e-01°)
8.56051711720112e+01	(-4.02086874146167e-03dB,-9.73441610040403e-01°)
8.60993752184619e+01	(-4.03524634851620e-03dB,-9.79060269708499e-01°)
8.65964323360083e+01	(-4.04979039116605e-03dB,-9.84711347443145e-01°)
8.70963589956099e+01	(-4.06450279628152e-03dB,-9.90395030068170e-01°)
8.75991717633136e+01	(-4.07938551186313e-03dB,-9.96111505480529e-01°)
8.81048873008033e+01	(-4.09444050941655e-03dB,-1.00186096265592e+00°)
8.86135223659519e+01	(-4.10966978143698e-03dB,-1.00764359165540e+00°)
8.91250938133764e+01	(-4.12507534614397e-03dB,-1.01345958363082e+00°)
8.96396185949969e+01	(-4.14065924239859e-03dB,-1.01930913083194e+00°)
9.01571137605976e+01	(-4.15642353478264e-03dB,-1.02519242661171e+00°)
9.06775964583924e+01	(-4.17237031042229e-03dB,-1.03110966543338e+00°)
9.12010839355929e+01	(-4.18850168130326e-03dB,-1.03706104287613e+00°)
9.17275935389799e+01	(-4.20481978349962e-03dB,-1.04304675564183e+00°)
9.22571427154783e+01	(-4.22132677701145e-03dB,-1.04906700156143e+00°)
9.27897490127351e+01	(-4.23802484878728e-03dB,-1.05512197960077e+00°)
9.33254300797011e+01	(-4.25491620887140e-03dB,-1.06121188986788e+00°)
9.38642036672155e+01	(-4.27200309528357e-03dB,-1.06733693361853e+00°)
9.44060876285944e+01	(-4.28928776912537e-03dB,-1.07349731326379e+00°)
9.49510999202219e+01	(-4.30677251996935e-03dB,-1.07969323237554e+00°)
9.54992586021457e+01	(-4.32445966245601e-03dB,-1.08592489569376e+00°)
9.60505818386752e+01	(-4.34235153852234e-03dB,-1.09219250913283e+00°)
9.66050878989835e+01	(-4.36045051746146e-03dB,-1.09849627978815e+00°)
9.71627951577128e+01	(-4.37875899594574e-03dB,-1.10483641594293e+00°)
9.77237220955832e+01	(-4.39727939712448e-03dB,-1.11121312707517e+00°)
9.82878873000054e+01	(-4.41601417383867e-03dB,-1.11762662386376e+00°)
9.88553094656961e+01	(-4.43496580597925e-03dB,-1.12407711819602e+00°)
9.94260073952979e+01	(-4.45413680286723e-03dB,-1.13056482317391e+00°)
1.00000000000002e+02	(-4.47352970320066e-03dB,-1.13708995312116e+00°)
1.00577306300176e+02	(-4.49314707384278e-03dB,-1.14365272359041e+00°)
1.01157945425992e+02	(-4.51299151290853e-03dB,-1.15025335136959e+00°)
1.01741936618063e+02	(-4.53306564667810e-03dB,-1.15689205448962e+00°)
1.02329299228078e+02	(-4.55337213285139e-03dB,-1.16356905223082e+00°)
1.02920052719445e+02	(-4.57391365998560e-03dB,-1.17028456513018e+00°)
1.03514216667937e+02	(-4.59469294703898e-03dB,-1.17703881498859e+00°)
1.04111810762336e+02	(-4.61571274551868e-03dB,-1.18383202487761e+00°)
1.04712854805092e+02	(-4.63697583768251e-03dB,-1.19066441914710e+00°)
1.05317368712974e+02	(-4.65848503801819e-03dB,-1.19753622343219e+00°)
1.05925372517731e+02	(-4.68024319429237e-03dB,-1.20444766466035e+00°)
1.06536886366759e+02	(-4.70225318663140e-03dB,-1.21139897105908e+00°)
1.07151930523763e+02	(-4.72451792870739e-03dB,-1.21839037216288e+00°)
1.07770525369435e+02	(-4.74704036703515e-03dB,-1.22542209882097e+00°)
1.08392691402123e+02	(-4.76982348376769e-03dB,-1.23249438320415e+00°)
1.09018449238515e+02	(-4.79287029382328e-03dB,-1.23960745881293e+00°)
1.09647819614321e+02	(-4.81618384863332e-03dB,-1.24676156048433e+00°)
1.10280823384958e+02	(-4.83976723354443e-03dB,-1.25395692439999e+00°)
1.10917481526243e+02	(-4.86362357001396e-03dB,-1.26119378809339e+00°)
1.11557815135088e+02	(-4.88775601571278e-03dB,-1.26847239045755e+00°)
1.12201845430199e+02	(-4.91216776465604e-03dB,-1.27579297175264e+00°)
1.12849593752779e+02	(-4.93686204800653e-03dB,-1.28315577361367e+00°)
1.13501081567234e+02	(-4.96184213392378e-03dB,-1.29056103905832e+00°)
1.14156330461887e+02	(-4.98711132871001e-03dB,-1.29800901249453e+00°)
1.14815362149691e+02	(-5.01267297634190e-03dB,-1.30549993972850e+00°)
1.15478198468949e+02	(-5.03853045993787e-03dB,-1.31303406797236e+00°)
1.16144861384037e+02	(-5.06468720159870e-03dB,-1.32061164585214e+00°)
1.16815372986135e+02	(-5.09114666289943e-03dB,-1.32823292341572e+00°)
1.17489755493956e+02	(-5.11791234502819e-03dB,-1.33589815214086e+00°)
1.18168031254481e+02	(-5.14498779083070e-03dB,-1.34360758494292e+00°)
1.18850222743705e+02	(-5.17237658227736e-03dB,-1.35136147618346e+00°)
1.19536352567375e+02	(-5.20008234438850e-03dB,-1.35916008167771e+00°)
1.20226443461744e+02	(-5.22810874352746e-03dB,-1.36700365870314e+00°)
1.20920518294324e+02	(-5.25645948764577e-03dB,-1.37489246600764e+00°)
1.21618600064640e+02	(-5.28513832841286e-03dB,-1.38282676381750e+00°)
1.22320711904996e+02	(-5.31414906081868e-03dB,-1.39080681384578e+00°)
1.23026877081241e+02	(-5.34349552357148e-03dB,-1.39883287930071e+00°)
1.23737118993538e+02	(-5.37318159905079e-03dB,-1.40690522489411e+00°)
1.24451461177142e+02	(-5.40321121562745e-03dB,-1.41502411684946e+00°)
1.25169927303176e+02	(-5.43358834631985e-03dB,-1.42318982291067e+00°)
1.25892541179420e+02	(-5.46431700972742e-03dB,-1.43140261235060e+00°)
1.26619326751098e+02	(-5.49540127235954e-03dB,-1.43966275597908e+00°)
1.27350308101669e+02	(-5.52684524565829e-03dB,-1.44797052615227e+00°)
1.28085509453631e+02	(-5.55865309022642e-03dB,-1.45632619678058e+00°)
1.28824955169317e+02	(-5.59082901383162e-03dB,-1.46473004333776e+00°)
1.29568669751705e+02	(-5.62337727324731e-03dB,-1.47318234286940e+00°)
1.30316677845233e+02	(-5.65630217363014e-03dB,-1.48168337400191e+00°)
1.31069004236611e+02	(-5.68960807137513e-03dB,-1.49023341695088e+00°)
1.31825673855644e+02	(-5.72329937189431e-03dB,-1.49883275353046e+00°)
1.32586711776059e+02	(-5.75738053139901e-03dB,-1.50748166716202e+00°)
1.33352143216336e+02	(-5.79185605890415e-03dB,-1.51618044288279e+00°)
1.34121993540541e+02	(-5.82673051383245e-03dB,-1.52492936735546e+00°)
1.34896288259169e+02	(-5.86200850941801e-03dB,-1.53372872887665e+00°)
1.35675053029990e+02	(-5.89769471139625e-03dB,-1.54257881738630e+00°)
1.36458313658896e+02	(-5.93379384040799e-03dB,-1.55147992447655e+00°)
1.37246096100760e+02	(-5.97031067011726e-03dB,-1.56043234340130e+00°)
1.38038426460292e+02	(-6.00725003083819e-03dB,-1.56943636908487e+00°)
1.38835330992908e+02	(-6.04461680793571e-03dB,-1.57849229813170e+00°)
1.39636836105597e+02	(-6.08241594244959e-03dB,-1.58760042883563e+00°)
1.40442968357798e+02	(-6.12065243331182e-03dB,-1.59676106118900e+00°)
1.41253754462279e+02	(-6.15933133771899e-03dB,-1.60597449689206e+00°)
1.42069221286022e+02	(-6.19845777055035e-03dB,-1.61524103936267e+00°)
1.42889395851114e+02	(-6.23803690497588e-03dB,-1.62456099374580e+00°)
1.43714305335643e+02	(-6.27807397507734e-03dB,-1.63393466692271e+00°)
1.44543977074597e+02	(-6.31857427531495e-03dB,-1.64336236752079e+00°)
1.45378438560770e+02	(-6.35954315963600e-03dB,-1.65284440592343e+00°)
1.46217717445676e+02	(-6.40098604627921e-03dB,-1.66238109427901e+00°)
1.47061841540460e+02	(-6.44290841396053e-03dB,-1.67197274651144e+00°)
1.47910838816825e+02	(-6.48531580575609e-03dB,-1.68161967832936e+00°)
1.48764737407954e+02	(-6.52821382793234e-03dB,-1.69132220723630e+00°)
1.49623565609447e+02	(-6.57160815254390e-03dB,-1.70108065254026e+00°)
1.50487351880255e+02	(-6.61550451605255e-03dB,-1.71089533536399e+00°)
1.51356124843625e+02	(-6.65990872091194e-03dB,-1.72076657865484e+00°)
1.52229913288046e+02	(-6.70482663801617e-03dB,-1.73069470719442e+00°)
1.53108746168207e+02	(-6.75026420438210e-03dB,-1.74068004760930e+00°)
1.53992652605953e+02	(-6.79622742658929e-03dB,-1.75072292838066e+00°)
1.54881661891252e+02	(-6.84272238004132e-03dB,-1.76082367985463e+00°)
1.55775803483164e+02	(-6.88975520986792e-03dB,-1.77098263425263e+00°)
1.56675107010819e+02	(-6.93733213355181e-03dB,-1.78120012568120e+00°)
1.57579602274397e+02	(-6.98545943865878e-03dB,-1.79147649014295e+00°)
1.58489319246116e+02	(-7.03414348508073e-03dB,-1.80181206554667e+00°)
1.59404288071226e+02	(-7.08339070833855e-03dB,-1.81220719171721e+00°)
1.60324539069008e+02	(-7.13320761582728e-03dB,-1.82266221040693e+00°)
1.61250102733779e+02	(-7.18360079110950e-03dB,-1.83317746530549e+00°)
1.62181009735897e+02	(-7.23457689394693e-03dB,-1.84375330205059e+00°)
1.63117290922788e+02	(-7.28614265909490e-03dB,-1.85439006823902e+00°)
1.64058977319958e+02	(-7.33830490128242e-03dB,-1.86508811343650e+00°)
1.65006100132027e+02	(-7.39107051245699e-03dB,-1.87584778918917e+00°)
1.65958690743761e+02	(-7.44444646533569e-03dB,-1.88666944903374e+00°)
1.66916780721110e+02	(-7.49843981024196e-03dB,-1.89755344850925e+00°)
1.67880401812261e+02	(-7.55305768218571e-03dB,-1.90850014516661e+00°)
1.68849585948680e+02	(-7.60830729639553e-03dB,-1.91950989858069e+00°)
1.69824365246179e+02	(-7.66419595140052e-03dB,-1.93058307036079e+00°)
1.70804772005976e+02	(-7.72073103008355e-03dB,-1.94172002416170e+00°)
1.71790838715764e+02	(-7.77792000220573e-03dB,-1.95292112569445e+00°)
1.72782598050791e+02	(-7.83577041963220e-03dB,-1.96418674273861e+00°)
1.73780082874942e+02	(-7.89428992473788e-03dB,-1.97551724515196e+00°)
1.74783326241827e+02	(-7.95348624709985e-03dB,-1.98691300488259e+00°)
1.75792361395874e+02	(-8.01336720484789e-03dB,-1.99837439598012e+00°)
1.76807221773437e+02	(-8.07394070616395e-03dB,-2.00990179460698e+00°)
1.77827941003897e+02	(-8.13521475099901e-03dB,-2.02149557904959e+00°)
1.78854552910782e+02	(-8.19719743161451e-03dB,-2.03315612972993e+00°)
1.79887091512884e+02	(-8.25989693146191e-03dB,-2.04488382921753e+00°)
1.80925591025387e+02	(-8.32332153207193e-03dB,-2.05667906223968e+00°)
1.81970085861003e+02	(-8.38747960635064e-03dB,-2.06854221569485e+00°)
1.83020610631111e+02	(-8.45237962585058e-03dB,-2.08047367866283e+00°)
1.84077200146901e+02	(-8.51803016043792e-03dB,-2.09247384241687e+00°)
1.85139889420532e+02	(-8.58443987638256e-03dB,-2.10454310043601e+00°)
1.86208713666292e+02	(-8.65161754115234e-03dB,-2.11668184841614e+00°)
1.87283708301760e+02	(-8.71957202365914e-03dB,-2.12889048428203e+00°)
1.88364908948985e+02	(-8.78831229285070e-03dB,-2.14116940819978e+00°)
1.89452351435665e+02	(-8.85784742414294e-03dB,-2.15351902258768e+00°)
1.90546071796330e+02	(-8.92818659472157e-03dB,-2.16593973212944e+00°)
1.91646106273544e+02	(-8.99933908868251e-03dB,-2.17843194378546e+00°)
1.92752491319099e+02	(-9.07131429648388e-03dB,-2.19099606680527e+00°)
1.93865263595226e+02	(-9.14412171747403e-03dB,-2.20363251273948e+00°)
1.94984459975810e+02	(-9.21777095937498e-03dB,-2.21634169545231e+00°)
1.96110117547610e+02	(-9.29227174129759e-03dB,-2.22912403113351e+00°)
1.97242273611491e+02	(-9.36763389340435e-03dB,-2.24197993831110e+00°)
1.98380965683656e+02	(-9.44386735984210e-03dB,-2.25490983786329e+00°)
1.99526231496894e+02	(-9.52098219866615e-03dB,-2.26791415303122e+00°)
2.00678109001825e+02	(-9.59898858417333e-03dB,-2.28099330943127e+00°)
2.01836636368162e+02	(-9.67789680643097e-03dB,-2.29414773506800e+00°)
2.03001851985974e+02	(-9.75771727601446e-03dB,-2.30737786034588e+00°)
2.04173794466959e+02	(-9.83846052174720e-03dB,-2.32068411808282e+00°)
2.05352502645721e+02	(-9.92013719377169e-03dB,-2.33406694352251e+00°)
2.06538015581059e+02	(-1.00027580655389e-02dB,-2.34752677434689e+00°)
2.07730372557262e+02	(-1.00863340328440e-02dB,-2.36106405068962e+00°)
2.08929613085410e+02	(-1.01708761184790e-02dB,-2.37467921514811e+00°)
2.10135776904681e+02	(-1.02563954706194e-02dB,-2.38837271279713e+00°)
2.11348903983671e+02	(-1.03429033675409e-02dB,-2.40214499120103e+00°)
2.12569034521717e+02	(-1.04304112146157e-02dB,-2.41599650042773e+00°)
2.13796208950230e+02	(-1.05189305503446e-02dB,-2.42992769306075e+00°)
2.15030467934032e+02	(-1.06084730455073e-02dB,-2.44393902421285e+00°)
2.16271852372708e+02	(-1.06990505042015e-02dB,-2.45803095153930e+00°)
2.17520403401959e+02	(-1.07906748673522e-02dB,-2.47220393525055e+00°)
2.18776162394962e+02	(-1.08833582123369e-02dB,-2.48645843812610e+00°)
2.20039170963746e+02	(-1.09771127555347e-02dB,-2.50079492552738e+00°)
2.21309470960570e+02	(-1.10719508539945e-02dB,-2.51521386541126e+00°)
2.22587104479307e+02	(-1.11678850060242e-02dB,-2.52971572834357e+00°)
2.23872113856841e+02	(-1.12649278549975e-02dB,-2.54430098751207e+00°)
2.25164541674469e+02	(-1.13630921877893e-02dB,-2.55897011874079e+00°)
2.26464430759313e+02	(-1.14623909391796e-02dB,-2.57372360050285e+00°)
2.27771824185739e+02	(-1.15628371923740e-02dB,-2.58856191393435e+00°)
2.29086765276784e+02	(-1.16644441807415e-02dB,-2.60348554284805e+00°)
2.30409297605592e+02	(-1.17672252899293e-02dB,-2.61849497374699e+00°)
2.31739464996855e+02	(-1.18711940587406e-02dB,-2.63359069583840e+00°)
2.33077311528271e+02	(-1.19763641821862e-02dB,-2.64877320104721e+00°)
2.34422881531999e+02	(-1.20827495115619e-02dB,-2.66404298403034e+00°)
2.35776219596133e+02	(-1.21903640582898e-02dB,-2.67940054219006e+00°)
2.37137370566173e+02	(-1.22992219934651e-02dB,-2.69484637568852e+00°)
2.38506379546518e+02	(-1.24093376518539e-02dB,-2.71038098746121e+00°)
2.39883291901956e+02	(-1.25207255320573e-02dB,-2.72600488323143e+00°)
2.41268153259171e+02	(-1.26334002994536e-02dB,-2.74171857152406e+00°)
2.42661009508249e+02	(-1.27473767874160e-02dB,-2.75752256367995e+00°)
2.44061906804206e+02	(-1.28626699996750e-02dB,-2.77341737386995e+00°)
2.45470891568511e+02	(-1.29792951119880e-02dB,-2.78940351910920e+00°)
2.46888010490629e+02	(-1.30972674749411e-02dB,-2.80548151927118e+00°)
2.48313310529565e+02	(-1.32166026129043e-02dB,-2.82165189710290e+00°)
2.49746838915422e+02	(-1.33373162315009e-02dB,-2.83791517823772e+00°)
2.51188643150966e+02	(-1.34594242139126e-02dB,-2.85427189121136e+00°)
2.52638771013198e+02	(-1.35829426266015e-02dB,-2.87072256747533e+00°)
2.54097270554938e+02	(-1.37078877198800e-02dB,-2.88726774141186e+00°)
2.55564190106422e+02	(-1.38342759303885e-02dB,-2.90390795034833e+00°)
2.57039578276894e+02	(-1.39621238837814e-02dB,-2.92064373457172e+00°)
2.58523483956227e+02	(-1.40914483941884e-02dB,-2.93747563734396e+00°)
2.60015956316535e+02	(-1.42222664712190e-02dB,-2.95440420491526e+00°)
2.61517044813808e+02	(-1.43545953172215e-02dB,-2.97142998654021e+00°)
2.63026799189547e+02	(-1.44884523325287e-02dB,-2.98855353449168e+00°)
2.64545269472413e+02	(-1.46238551169145e-02dB,-3.00577540407584e+00°)
2.66072505979889e+02	(-1.47608214715663e-02dB,-3.02309615364709e+00°)
2.67608559319942e+02	(-1.48993694010185e-02dB,-3.04051634462303e+00°)
2.69153480392700e+02	(-1.50395171165643e-02dB,-3.05803654149905e+00°)
2.70707320392144e+02	(-1.51812830377070e-02dB,-3.07565731186356e+00°)
2.72270130807800e+02	(-1.53246857950406e-02dB,-3.09337922641284e+00°)
2.73841963426445e+02	(-1.54697442321701e-02dB,-3.11120285896616e+00°)
2.75422870333825e+02	(-1.56164774082281e-02dB,-3.12912878648090e+00°)
2.77012903916382e+02	(-1.57649046008909e-02dB,-3.14715758906742e+00°)
2.78612116862986e+02	(-1.59150453077129e-02dB,-3.16528985000456e+00°)
2.80220562166684e+02	(-1.60669192504562e-02dB,-3.18352615575429e+00°)
2.81838293126455e+02	(-1.62205463751338e-02dB,-3.20186709597761e+00°)
2.83465363348976e+02	(-1.63759468568280e-02dB,-3.22031326354916e+00°)
2.85101826750400e+02	(-1.65331410997798e-02dB,-3.23886525457323e+00°)
2.86747737558141e+02	(-1.66921497443348e-02dB,-3.25752366839779e+00°)
2.88403150312670e+02	(-1.68529936636108e-02dB,-3.27628910763157e+00°)
2.90068119869325e+02	(-1.70156939714608e-02dB,-3.29516217815791e+00°)
2.91742701400126e+02	(-1.71802720223337e-02dB,-3.31414348915093e+00°)
2.93426950395606e+02	(-1.73467494145505e-02dB,-3.33323365309087e+00°)
2.95120922666648e+02	(-1.75151479937106e-02dB,-3.35243328577934e+00°)
2.96824674346334e+02	(-1.76854898536455e-02dB,-3.37174300635530e+00°)
2.98538261891806e+02	(-1.78577973414289e-02dB,-3.39116343730998e+00°)
3.00261742086137e+02	(-1.80320930600867e-02dB,-3.41069520450242e+00°)
3.01995172040212e+02	(-1.82083998694120e-02dB,-3.43033893717568e+00°)
3.03738609194621e+02	(-1.83867408904109e-02dB,-3.45009526797194e+00°)
3.05492111321561e+02	(-1.85671395084796e-02dB,-3.46996483294805e+00°)
3.07255736526755e+02	(-1.87496193749498e-02dB,-3.48994827159159e+00°)
3.09029543251369e+02	(-1.89342044121731e-02dB,-3.51004622683589e+00°)
3.10813590273958e+02	(-1.91209188147909e-02dB,-3.53025934507624e+00°)
3.12607936712406e+02	(-1.93097870528506e-02dB,-3.55058827618557e+00°)
3.14412642025890e+02	(-1.95008338768266e-02dB,-3.57103367352959e+00°)
3.16227766016849e+02	(-1.96940843174482e-02dB,-3.59159619398346e+00°)
3.18053368832963e+02	(-1.98895636929845e-02dB,-3.61227649794637e+00°)
3.19889510969151e+02	(-2.00872976080888e-02dB,-3.63307524935852e+00°)
3.21736253269571e+02	(-2.02873119604539e-02dB,-3.65399311571595e+00°)
3.23593656929639e+02	(-2.04896329427477e-02dB,-3.67503076808665e+00°)
3.25461783498057e+02	(-2.06942870462117e-02dB,-3.69618888112627e+00°)
3.27340694878849e+02	(-2.09013010630392e-02dB,-3.71746813309425e+00°)
3.29230453333418e+02	(-2.11107020904122e-02dB,-3.73886920586941e+00°)
3.31131121482602e+02	(-2.13225175345612e-02dB,-3.76039278496557e+00°)
3.33042762308758e+02	(-2.15367751138683e-02dB,-3.78203955954742e+00°)
3.34965439157839e+02	(-2.17535028612952e-02dB,-3.80381022244677e+00°)
3.36899215741502e+02	(-2.19727291293640e-02dB,-3.82570547017783e+00°)
3.38844156139214e+02	(-2.21944825935195e-02dB,-3.84772600295316e+00°)
3.40800324800377e+02	(-2.24187922531708e-02dB,-3.86987252470028e+00°)
3.42767786546462e+02	(-2.26456874402779e-02dB,-3.89214574307590e+00°)
3.44746606573161e+02	(-2.28751978186969e-02dB,-3.91454636948319e+00°)
3.46736850452544e+02	(-2.31073533896490e-02dB,-3.93707511908691e+00°)
3.48738584135230e+02	(-2.33421844948962e-02dB,-3.95973271082957e+00°)
3.50751873952580e+02	(-2.35797218214636e-02dB,-3.98251986744677e+00°)
3.52776786618886e+02	(-2.38199964049001e-02dB,-4.00543731548329e+00°)
3.54813389233588e+02	(-2.40630396319497e-02dB,-4.02848578530920e+00°)
3.56861749283494e+02	(-2.43088832483806e-02dB,-4.05166601113433e+00°)
3.58921934645018e+02	(-2.45575593571796e-02dB,-4.07497873102597e+00°)
3.60994013586429e+02	(-2.48091004282608e-02dB,-4.09842468692268e+00°)
3.63078054770114e+02	(-2.50635392969163e-02dB,-4.12200462465184e+00°)
3.65174127254850e+02	(-2.53209091738475e-02dB,-4.14571929394339e+00°)
3.67282300498098e+02	(-2.55812436451177e-02dB,-4.16956944844685e+00°)
3.69402644358296e+02	(-2.58445766763992e-02dB,-4.19355584574704e+00°)
3.71535229097186e+02	(-2.61109426204421e-02dB,-4.21767924737841e+00°)
3.73680125382129e+02	(-2.63803762175075e-02dB,-4.24194041884208e+00°)
3.75837404288457e+02	(-2.66529126020895e-02dB,-4.26634012962055e+00°)
3.78007137301824e+02	(-2.69285873070764e-02dB,-4.29087915319319e+00°)
3.80189396320575e+02	(-2.72074362665967e-02dB,-4.31555826705236e+00°)
3.82384253658126e+02	(-2.74894958224489e-02dB,-4.34037825271807e+00°)
3.84591782045367e+02	(-2.77748027266548e-02dB,-4.36533989575416e+00°)
3.86812054633066e+02	(-2.80633941473489e-02dB,-4.39044398578310e+00°)
3.89045144994294e+02	(-2.83553076739373e-02dB,-4.41569131650116e+00°)
3.91291127126867e+02	(-2.86505813203282e-02dB,-4.44108268569411e+00°)
3.93550075455792e+02	(-2.89492535294317e-02dB,-4.46661889525256e+00°)
3.95822064835737e+02	(-2.92513631793071e-02dB,-4.49230075118661e+00°)
3.98107170553511e+02	(-2.95569495872448e-02dB,-4.51812906364114e+00°)
4.00405468330561e+02	(-2.98660525137432e-02dB,-4.54410464691125e+00°)
4.02717034325474e+02	(-3.01787121692961e-02dB,-4.57022831945654e+00°)
4.05041945136508e+02	(-3.04949692176344e-02dB,-4.59650090391659e+00°)
4.07380277804127e+02	(-3.08148647815896e-02dB,-4.62292322712559e+00°)
4.09732109813556e+02	(-3.11384404478632e-02dB,-4.64949612012711e+00°)
4.12097519097345e+02	(-3.14657382715694e-02dB,-4.67622041818912e+00°)
4.14476584037954e+02	(-3.17968007827673e-02dB,-4.70309696081807e+00°)
4.16869383470350e+02	(-3.21316709904804e-02dB,-4.73012659177389e+00°)
4.19275996684621e+02	(-3.24703923882053e-02dB,-4.75731015908435e+00°)
4.21696503428598e+02	(-3.28130089593672e-02dB,-4.78464851505945e+00°)
4.24130983910504e+02	(-3.31595651821635e-02dB,-4.81214251630587e+00°)
4.26579518801608e+02	(-3.35101060363327e-02dB,-4.83979302374075e+00°)
4.29042189238901e+02	(-3.38646770072616e-02dB,-4.86760090260619e+00°)
4.31519076827781e+02	(-3.42233240917497e-02dB,-4.89556702248330e+00°)
4.34010263644760e+02	(-3.45860938036243e-02dB,-4.92369225730609e+00°)
4.36515832240182e+02	(-3.49530331802428e-02dB,-4.95197748537495e+00°)
4.39035865640961e+02	(-3.53241897873333e-02dB,-4.98042358937064e+00°)
4.41570447353329e+02	(-3.56996117237446e-02dB,-5.00903145636834e+00°)
4.44119661365605e+02	(-3.60793476300185e-02dB,-5.03780197785003e+00°)
4.46683592150980e+02	(-3.64634466921620e-02dB,-5.06673604971865e+00°)
4.49262324670310e+02	(-3.68519586471775e-02dB,-5.09583457231158e+00°)
4.51855944374939e+02	(-3.72449337909275e-02dB,-5.12509845041289e+00°)
4.54464537209526e+02	(-3.76424229824920e-02dB,-5.15452859326711e+00°)
4.57088189614892e+02	(-3.80444776521214e-02dB,-5.18412591459123e+00°)
4.59726988530889e+02	(-3.84511498043057e-02dB,-5.21389133258876e+00°)
4.62381021399277e+02	(-3.88624920280252e-02dB,-5.24382576996057e+00°)
4.65050376166624e+02	(-3.92785574993576e-02dB,-5.27393015391889e+00°)
4.67735141287216e+02	(-3.96993999901293e-02dB,-5.30420541619858e+00°)
4.70435405725994e+02	(-4.01250738742781e-02dB,-5.33465249306926e+00°)
4.73151258961498e+02	(-4.05556341319415e-02dB,-5.36527232534829e+00°)
4.75882790988835e+02	(-4.09911363597465e-02dB,-5.39606585841096e+00°)
4.78630092322656e+02	(-4.14316367736943e-02dB,-5.42703404220365e+00°)
4.81393254000163e+02	(-4.18771922190308e-02dB,-5.45817783125393e+00°)
4.84172367584118e+02	(-4.23278601742988e-02dB,-5.48949818468299e+00°)
4.86967525165882e+02	(-4.27836987600680e-02dB,-5.52099606621586e+00°)
4.89778819368465e+02	(-4.32447667454103e-02dB,-5.55267244419242e+00°)
4.92606343349596e+02	(-4.37111235535378e-02dB,-5.58452829157872e+00°)
4.95450190804809e+02	(-4.41828292706685e-02dB,-5.61656458597664e+00°)
4.98310455970548e+02	(-4.46599446518360e-02dB,-5.64878230963471e+00°)
5.01187233627291e+02	(-4.51425311284356e-02dB,-5.68118244945797e+00°)
5.04080619102689e+02	(-4.56306508159600e-02dB,-5.71376599701770e+00°)
5.06990708274724e+02	(-4.61243665200972e-02dB,-5.74653394856143e+00°)
5.09917597574890e+02	(-4.66237417449184e-02dB,-5.77948730502211e+00°)
5.12861383991384e+02	(-4.71288407003681e-02dB,-5.81262707202721e+00°)
5.15822165072325e+02	(-4.76397283095945e-02dB,-5.84595425990767e+00°)
5.18800038928981e+02	(-4.81564702159223e-02dB,-5.87946988370689e+00°)
5.21795104239022e+02	(-4.86791327916632e-02dB,-5.91317496318871e+00°)
5.24807460249793e+02	(-4.92077831446772e-02dB,-5.94707052284601e+00°)
5.27837206781597e+02	(-4.97424891269815e-02dB,-5.98115759190832e+00°)
5.30884444231009e+02	(-5.02833193421238e-02dB,-6.01543720434963e+00°)
5.33949273574197e+02	(-5.08303431531683e-02dB,-6.04991039889581e+00°)
5.37031796370273e+02	(-5.13836306911930e-02dB,-6.08457821903144e+00°)
5.40132114764656e+02	(-5.19432528631795e-02dB,-6.11944171300666e+00°)
5.43250331492454e+02	(-5.25092813586793e-02dB,-6.15450193384448e+00°)
5.46386549881875e+02	(-5.30817886610019e-02dB,-6.18975993934551e+00°)
5.49540873857646e+02	(-5.36608480527184e-02dB,-6.22521679209517e+00°)
